textID,text,selected_text,sentiment
b2bfbf4557,assignments!,assignments!,neutral
bc4061f80d,"Just found about ten typos in one story in the Plain Dealer, including one run on sentence. It happens more and more these days","Just found about ten typos in one story in the Plain Dealer, including one run on sentence. It happens more and more these days",neutral
1f723aaa9f, isn`t a bit of little britain in all of us?,isn`t a bit of little britain in all of us?,neutral
5fbac22855,Well then andy i dont think you should date me,i dont think,negative
0759e8d514," When you`re driven to be in the theatre you develop a thick skin.  12 yo`s been auditioning since she was 8, gotten 1 part.","When you`re driven to be in the theatre you develop a thick skin.  12 yo`s been auditioning since she was 8, gotten 1 part.",neutral
ef01125fea,&&the night continues!  w/ my fav mazie; kristina; ericka && robin!,&&the night continues!  w/ my fav mazie; kristina; ericka && robin!,neutral
cea7a4580c,"One load of washing put away, and another load on. Amazing how the house doesn`t look any better for all my efforts",Amazing how the house doesn`t look any better for all my efforts,negative
f653b12e0f,Holy ****! It`s raining in LA and I don`t have a jacket!  oh no.,Holy ****!,negative
8fdb1a0357,just seen 1 of the fat single Mums from up the road 'seductively' sprawled across some poor blokes bonnet. He probably needs new shockers,sprawled,negative
e7d4f9167b,omg 44 tweets till 8k  and only about 90 tweets difference btween b and comedyqueen,omg 44 tweets till 8k  and only about 90 tweets difference btween b and comedyqueen,neutral
2903032d89,"i cant sleep, i dont deserve this .... N you know it","i cant sleep, i dont deserve this",negative
9bb76a4d24,Good Morning everyone! Enjoy your day! Thinking of all my tweet friends,Enjoy,positive
028e06412c,  buy yay for your shoot...hope it goes well!  What is it for?,..hope,positive
101dba7c07, the closest is a good two hours,the closest is a good two hours,neutral
b2a3efbe89,alrightttt twitter. i have netball nowww  this is my 600th twitter haha  byeeeee,alrightttt twitter. i have netball nowww  this is my 600th twitter haha  byeeeee,neutral
6ce851a2c0,Had a good day 2day!  off to bed. Nite tweeps.,good day 2day!,positive
6ba0ee49b6,Ooooo! I`m lovin the First Lady`s fuschia sheath dress! Tres chic! I want her arms!,I`m lovin the First Lady`s fuschia sheath dress!,positive
1c9de7ae19,Editing all the photos I took at my brothers soccer game. He`s got a lot of work to do as a coach.,Editing all the photos I took at my brothers soccer game. He`s got a lot of work to do as a coach.,neutral
a624886d7b,"When life, as you know it, doesn`t exist anymore.",doesn`t exist anymore.,negative
d9a986cfee,i have a sunburn line on my back from the tag sticking out of my tank top all day..... ugh. i need aloe vera!! went to the park again,i have a sunburn line on my back from the tag sticking out of my tank top all day..... ugh. i need aloe vera!! went to the park again,neutral
7716d2b1e5,virus hunting on computer - always wondering what it will destroy,virus hunting on computer - always wondering what it will destroy,negative
d164f18f71,"All right, time for happy face.",happy,positive
cee4eb7282, i`m not worried -it`s a great job!! Quite a nice way to spend the day,great,positive
43a0aad9f3,_Hayes I`m at sharkeez!,_Hayes I`m at sharkeez!,neutral
cf96d4d0ab, He`s my mother`s favorite. It was so hard telling her.,He`s my mother`s favorite. It was so hard telling her.,neutral
a964805707,"Started the week with a wedding, now ending the week with a funeral","Started the week with a wedding, now ending the week with a funeral",neutral
2b0eeec3d3," Hiyaaaaaa  just got back from the scan! wow, was amazing, i cried haha, ****","Hiyaaaaaa  just got back from the scan! wow, was amazing, i cried haha, ****",neutral
f3164924d6," Hi Denis, when can we grab coffee?   would love to catch up with you.  Jordan",would love to catch up with yo,positive
11d1273747,Goodnight everyone  Happy Mothers Day to all of the mothers out there,Goodnight everyone  Happy Mothers Day to all of the mothers out there,positive
9b26804c67,was late,late,negative
5365137238,just got home from the show opening.  fantastic. thanks to everyone who came out,fantastic.,positive
c1112a3803," Unfortunately your fix didn`t work..   Oh well, I`m lovin` me some PeopleBrowsr anyways!","Unfortunately your fix didn`t work..   Oh well, I`m lovin` me some PeopleBrowsr anyways!",neutral
3624729252, Excited about the new Pushing Daisies episodes but it makes it that much worse.  I had finally gotten over the cancellation.,Excited about the new Pushing Daisies episodes but it makes it that much worse.  I had finally gotten over the cancellation.,neutral
a44fe21504, Go the bubble bath!!!  Always relaxing.......,s relaxing,positive
b28fe5e1b7,_y time really flies my frd..how`s you love-hunting mission going? abt time to bring the sexy 'yu yung' jacket out,time really flies my frd..how`s you love-hunting mission going? abt time to bring the sexy 'yu yung' jacket out,neutral
3f81fe3d1d," I wanna play with you tonight  *pout, pout side face*",play,positive
0b9cd4686c,YAY jack won. but downer i`ve just remembered its friday meaning i have work tomorrow,YAY,positive
8edb4a9f28, yeah it was face2face  nite we went to palisades to see star trek. i can`t remember it. i said it while we were in the car,yeah it was face2face  nite we went to palisades to see star trek. i can`t remember it. i said it while we were in the car,neutral
9a17a2e90a, http://twitpic.com/66wxk - SO jealous right now!!!hate new england weather,jealous,negative
0af1aa8543,backache,backache,negative
815639af16,_sb I swear mine was evil  it was green and everything LOL,_sb I swear mine was evil  it was green and everything LOL,neutral
633e9e07ff, i did and i feel great....   but i still miss it...,ll mis,negative
d25f948b88, I was in there earlier I`m not at home  I`m ok my iPod!,I`m ok my iPod!,positive
608b02c067," No, nothing so important. I just like it to look like that. It`s an old hairstype actually",like,positive
745a788ae8, this is a travesty,this is a travesty,negative
6bb8a82c31,omg i just slept like 18hrs in the last 22hrs...  i think i`m dying or something   reminds me of catcher,omg i just slept like 18hrs in the last 22hrs...  i think i`m dying or something   reminds me of catche,negative
107d207099, cause i wasn`t there!,cause i wasn`t there!,neutral
98c3ac867c,"OMG. Missed bus, walking miles, for a coffee  Went to see my ex-classmates","Missed bus, walking miles,",negative
8fc977d20b,"Just got home, no rosie surprise of smiles hugs & kisses waiting for me.","Just got home, no rosie surprise of smiles hugs & kisses waiting for me.",positive
4f2bece79d,on my way home from ny...then sleeping,on my way home from ny...then sleeping,neutral
ad1a1b7645,"Also, anyone else hayfevery today??? I`ve only been awake for 40mins and sufferin already",sufferin already,negative
f931fbac26,funeral at 2.  today is going to be bad.,funeral at 2.  today is going to be bad.,negative
08e5fdb432,NO! Our TV`s busted  The screen turned white for about a nanosecond while it made a quick 'popping' sound.,busted,negative
26c41ca7f5, i wishhh!,i wishhh!,positive
8b3dd05ab4,"  Morning, hope you have a super day...enjoy !",", hope",positive
b624ef1ca0,Yes we Can  make it ......Obama,Yes we Can  make it,positive
63b1f48a72," Sure is rainy! the storm has left everything, everywhere...  would love 4 u 2 follow us","Sure is rainy! the storm has left everything, everywhere...  would love 4 u 2 follow us",neutral
89721d859c,  yea dongggg,yea dongggg,neutral
653f297663,"Just been bitten by SmoothStreaming, it doesn`t seem to work for my client`s linux users...fan-fricking-tastic",doesn`t seem to work,negative
f020cc1ecd,Another Qi about to start....I`ll be missing the next 4,missing,negative
4f0949064a,I forgot I have lumpia and pancit in my fridge from last night! Yay,Yay,positive
fe307a719c, nah is next week honey ma fault for confusin u,nah is next week honey ma fault for confusin u,negative
81e61d3c35, understandable. yah i leave on monday! I`ll be gone when you`re in chi,understandable.,positive
80931c4683,Woke up early! Still sick,Woke up early! Still sick,negative
2a547eba64,oooh yeaah fooood time I`ve found my seat at this bbq right in front of the food  hahaa,oooh yeaah fooood time I`ve found my seat at this bbq right in front of the food  hahaa,neutral
6a2aae1814,"Happy Mother`s Day, amma!  I made u cake, remember? U loved it!","Happy Mother`s Day, amma!  I made u cake, remember? U loved it!",positive
575d231452, LOL ok we gotta get the folks from Microsoft and live360 in WA to hire me.,LOL ok we gotta get the folks from Microsoft and live360 in WA to hire me.,neutral
b0a717af8c, oooh im sorry to late i smashed it,sorry,negative
d176c09459,Going to school =[ I`m actually not so tired today tho,not so tired today,positive
81365b41d3,My dad and Joe Nugent drank nearly all the Ice Tea  i only have a bit left. quite miffed tbh,quite miffed tbh,negative
6c91939c5c, His beard is addressed in this week`s LOLs.,His beard is addressed in this week`s LOLs.,neutral
66d8777618,Looking for a vibrating phone is like trying to find 'a feeling.',Looking for a vibrating phone is like trying to find 'a feeling.',neutral
2247d7ed5c, rat run steve irwin way to avoid long delays on bruce highway,long delays,negative
4c8bf51d7b, Your not alone im gutted i missed the convention too!,gutted,negative
770c8cb541, pebbles thrown at windows should get *someones* attention,pebbles thrown at windows should get *someones* attention,neutral
0b55a20f3f,back to Roseburg...and an empty apartment,back to Roseburg...and an empty apartment,neutral
d5a7e2d15e,  i think my niece got me sickee  lame.,e sickee,negative
7f68e56b14, probably not. I hate when that happens!,hate,negative
6c3221ae9b,so instead of laying out in this 90 degrees i`ve gotta give 32 fourth graders miso/rice/sushi/mochi in an hour  fml,fml,negative
2a6d82f18a,I finished  `s Zombie Chronicles a few days ago. It was bittersweet. Now I need something new for the gym,I finished  `s Zombie Chronicles a few days ago. It was bittersweet. Now I need something new for the gym,neutral
8a5f2aa0bd, grrrrri want you to come  kiss justice for me !!!,grrrrri want you to come  kiss justice for me !!!,positive
c62f84fdc8,http://twitpic.com/67rcp - Another one...those were taken at 3 am MET! U see I have a real sleeping disorder,I have a real sleeping disorder,negative
837fad9123," **Jaw Drops** **Gasp** Whatever do u mean? I`m as sweet as pie  Allow me to re-introduce myself, I`m Coach & I`m a Cancer & u?",sweet,positive
4be0e12b0c,just installed youtube downloader  anyone knows how to make a trailer out of videos??,just installed youtube downloader  anyone knows how to make a trailer out of videos??,neutral
d6595924db, way i bought it today aswell now i have it twice cos i pre ordered it aswell  cya later x!,way i bought it today aswell now i have it twice cos i pre ordered it aswell  cya later x!,neutral
1f6b9cd4fa, aww I miss u too! Haven`t ate,miss,negative
a29575e37b,"OK, a few days old, but I love `s diagram of the mainstream adoption curve http://is.gd/ufIg . 'Everyone is doing it'   ...  !",I love `s diagram of the mainstream adoption curve,positive
5f145544fb,A- on my french paper.,A- on my french paper.,neutral
5e4e914e8c," im kinda tired enough to sleep, but 'Migrate' has got me up singing along, haha",tired,negative
3ed6e10371,wait...why didn`t I know about this wedding? Aren`t I supposed to be in yours and vice versa?  btw I know it`s not yours,wait...why didn`t I know about this wedding? Aren`t I supposed to be in yours and vice versa?  btw I know it`s not yours,neutral
c15ddf097f,I want to change my twitter name but I can`t think of anything,I want to change my twitter name but I can`t think of anything,neutral
50552d4ba6, Had one of the female servers tell her **** looks big in those pants. She will worry all night long Lol,worry,negative
6ad8e3c8e4,It looks like it might rain,It looks like it might rain,neutral
92a6b5016a,food...food...FOOD!,food...food...FOOD!,neutral
ecc797a779,super duber high! this klondike bar is thee business.,super duber high!,positive
8837661600," i didn`t hit the right button or what. i wrote on the sheat tho, that i thought it was the cafe currency button. im sorry",im sorry,negative
879f64f30d, bullet train from tokyo    the gf and i have been visiting japan since thursday  vacation/sightseeing    gaijin godzilla,bullet train from tokyo    the gf and i have been visiting japan since thursday  vacation/sightseeing    gaijin go,neutral
991b0b54a1, I called but you didnt answer,I called but you didnt answer,neutral
fe5f8d79fb,says gud eve guys.. lets play poker yeah!! cant read my poker face  http://plurk.com/p/sw4yq,says gud eve guys..,positive
cbfcecbcbb, ooooh it`s you lol I didn`t know!! Have fun with your princess,Have fun with your princess,positive
6656671867,Did you guys figure out Saturday? I really wanted to go but my mom is sick so I have to take her to the hospital in Tampa,my mom is sick so,negative
3991cca5f7, yeah I need a hug...cuz I am sick..,I am sick..,negative
19261e734c, i`m here,i`m here,neutral
112e8afc05,r   that squeeze bacon looks like poop,r   that squeeze bacon looks like poop,neutral
5965634cbb,'Stop your twittering' - Maryland cookies #bgt,'Stop your twittering' - Maryland cookies #bgt,neutral
a66f43ec7e,ii wanna go home for thee weekend  but ii have no gas. sukks (_!_)!!,sukks,negative
c3ec278850,I soooo need to catch up on all this NEW  stuff!! Going to the airport to fly home from VEGAS,I soooo need to catch up on all this NEW  stuff!! Going to the airport to fly home from VEGAS,neutral
c126f1966a,"I need a restful weekend, but I will have to work instead",restful,positive
897f6594f6,"_mcfly Haha! Yeah, I heard they that Leicester won  I was home by my self, with a movie, some candy and a pizza.. ! Amazing evening",Amazing,positive
b2068d79d5,"Want to get my hands dirty with FubuMVC. http://bit.ly/J00ha, but the document is not yet complete",dirty,negative
9dfdbbc0be,"  not really, all in all, if im not mistaken, mga less than 1k each lng ang gastos namen...","not really, all in all, if im not mistaken, mga less than 1k each lng ang gastos namen...",neutral
da8a4bbce4, so im listening to this random playlist and its leaning toward serani...,so im listening to this random playlist and its leaning toward serani...,neutral
47c71a706c, Hey I bought that Porter Cable 4-piece set.  My new drill has an LED light near the trigger.  Oh I`m so happy.,.  Oh I`m so happ,positive
c344f48de3,"() OMG SHUT UP!!! (sorry. still venting at that person who`s annoying me. It`s none of you, I swear  )",sorry.,negative
f125735c0d, How it was slept?,How it was slept?,neutral
57e2ee568e,the rain bring back some memories,the rain bring back some memories,neutral
7270292c60,Going to Leeds,Going to Leeds,neutral
3020e0246c, ahhh ikr! he`s the cuteset thing ever  Plus it reminds me of twilight which is good cause I looooooove it so much!!,ahhh ikr! he`s the cuteset thing ever  Plus it reminds me of twilight which is good cause I looooooove it so much!,positive
86fb8984c4, yes indeed                                                                                               here I am again,yes indeed,neutral
bab78ba062,@_peanut_ Thank you. Now we`ll just have to see how long it takes me to finish the **** thing.,@_peanut_ Thank you. Now we`ll just have to see how long it takes me to finish the **** thing.,neutral
3b591c3ff1,"Here come the Hawks, the mighty Blackhawks!!","Here come the Hawks, the mighty Blackhawks!!",neutral
0fe86fc464, where are you going tonight?!,where are you going tonight?!,neutral
022157e66f,_Fangirl Won`t let me watch since i`m in the states.  Boo.,Won`t let me watch,negative
e26c7a0aae," My daughter went to a Bday party today caled, 'Grace' of Cakes...the little girl is named Grace & they made cupcakes!","My daughter went to a Bday party today caled, 'Grace' of Cakes...the little girl is named Grace & they made cupcakes!",neutral
4a000428fc, You guys didn`t call or come over  Did we do something?! Def. give us a call tomorrow and hang out with us chick!!,You guys didn`t call or come over  Did we do something?! Def. give us a call tomorrow and hang out with us chick!!,neutral
bf983c9e0d,OMG !! hollyoaks well dramatic  !!!!!!!!!!!!,dramatic,negative
ce57c80f8f, I would think you`d want to follow me.,I would think you`d want to follow me.,neutral
072a9744fd, i`m using paint.net x64 and it`s running crazily fast - can`t afford CS4 unfortunately... yet,unfortunately.,negative
df8a61bec5,"Certain tweets I write are on the spot messages for a person, group, or pornstar, and those tweets usually get deleted within the hour","Certain tweets I write are on the spot messages for a person, group, or pornstar, and those tweets usually get deleted within the hour",neutral
cf67aa39a9, u suck! had i went to jail i couldnt tweet anymore,u suck!,negative
ee5dd4239e, You realize you just did  a solid. Better than a full-page in the AJC.,You realize you just did  a solid. Better than a full-page in the AJC.,positive
1ae0bf389e, K - I can hack if I have directions   have multiple social net sites & I think this is a cool add but we chose not 2 go MU,K - I can hack if I have directions   have multiple social net sites & I think this is a cool add but we chose not 2 go MU,neutral
95236bc259,Have to leave twitter alone for the night..last night in Barcelona   back to Philly tomorrow. Hope u all have a great Friday! Muahh!!,a great,positive
95d40d5044, yay  i`ll do you a heart mk shout in a sec pam,yay  i`ll do you a heart mk shout in a sec pam,neutral
44c2f80914, YAY! Busy is good,good,positive
74dc715845, lol seriously.  fail. ::sigh::,lol seriously.  fail. ::sigh::,negative
349c762507,Wow one of the nicest patients I`ve ever had! He`s being deplyod to falouga-Iraq n-week,nicest,positive
4d94cf4328,Building Websites,Building Websites,neutral
9775e37fa8,"Love sundays. Especially when F1 is on!! Still in PJ`s, no plans to get out of them any time soon",Love,positive
cbbbffcfe2," I`m sure It will be repeated soon, seems to be on  TV quite a lot lately. Glad you mentioned it last night, watched it again",". Glad you mentioned it last night, watched it again",positive
e1ed2b96dd, You`ve been featured on #ykyat  http://ykyat.com/~37nnd,You`ve been featured on #ykyat  http://ykyat.com/~37nnd,neutral
985e1b5055,watching beauty & the beast  haha,beauty,positive
3710731ceb,gotta shower then go apply for more jobs  hopefully no creepy old men will be working again today *shudder*,gotta shower then go apply for more jobs  hopefully no creepy old men will be working again today *shudder*,neutral
31ecbecf2c,_  me too!,_  me too!,neutral
f2566dfbb1,Felt one tooth without the braces bracket. I got soooo hype,I got soooo hype,negative
4e7784f9b8,Playin` didgeridoo in the living room and thinking about the world going by.... lovely life  #fb,lovely,positive
1bc9031c89,wishes I could be the one going to our conference in the Bahamas next week,wishes I could be the one going to our conference in the Bahamas next week,positive
58157d32d3,call me einstein. got math test results: A-  hell yesss,call me einstein. got math test results: A-  hell yesss,positive
6d78914e6d,_Edwards Heh heh. Odd but amusing. Thanks!,amusing.,positive
f0ef2e142d,I would get a lot more done if I could list items on etsy on my phone. Can do everything but upload pics,I would get a lot more done if I could list items on etsy on my phone. Can do everything but upload pics,neutral
cb81a92735,"Time for bed, oh how I wish someone was laying next to me","Time for bed, oh how I wish someone was laying next to me",negative
a9aaef180c,my hairs straight  lmao,my hairs straight  lmao,neutral
f9766da79f,Hello to all my new followers..    say hi @ me so i can say its nice to meet you too!,ts nic,positive
6bdef079c4," im sick  if i wasnt, id be at the show with ya!",sick,negative
863dc757fe,giving myself a manicure + pedicure  ahhh how i`ve missed you nice pretty nails...,missed,positive
5a1fb678df, i looked for you but couldn`t find you amongst the crowd,i looked for you but couldn`t find you amongst the crowd,neutral
efa3d5e473,hope your weekend was fabulous  do anything interesting?,fabulous,positive
824128272c, aw. you level up. haha but just try to manage your money.,aw. you level up. haha but just try to manage your money.,neutral
81a3ade0a2, Wanna come with?  Before we go to Myka`s party.,Wanna come with?  Before we go to Myka`s party.,neutral
5a3ec92615,_dk No problem,No problem,positive
fafc1c85a5,"Hi Charlie, thank you for following me! Nice to know there`s another Ollmann in the new world...",Nice,positive
6e9b9920f2,Oh no! I used my internal sig for an external e-mail  ****. #fb,****.,negative
bf857e3aaf," No, but it does amazing things with keeping all your online conversations in one place... unfortunately that place is Google","No, but it does amazing things with keeping all your online conversations in one place... unfortunately that place is Google",neutral
d69b518212,Just got home i love stake and shake milkshakes,love,positive
a3b246fddd," Why yes, we did see  tonight. Delicious dinner by chef Geoff chez A-Lo/G-Mo.  Hope to see him again pre-departure",. Delicious,positive
a2aca1fb38,I tired today I think I am gonna take a nap before our friends come over tonight....I miss him and wish he was off restriction already...,I miss him,negative
646a2866e0, I`ll believe it when I see it,believe,positive
ec543e2e3e,"so im drawing pictures to show how much i miss him. can anyone blame me, hes 4 hours away frm me",im drawing pictures to show how much i miss him.,negative
63a9b04121,"slightly burnt challah  The proof is in the eatin`, though...",burnt,negative
08606f36d1, ironclad determination?,ironclad determination?,positive
127b2ac78c," I can`t, I`m studying so I don`t fail  Come over, I`ll make u some tortellini or chicken or a chicken salad.","I can`t, I`m studying so I don`t fail  Come over, I`ll make u some tortellini or chicken or a chicken salad.",neutral
829e2b094d,It`s pissing me off and not letting me follow ericka,It`s pissing me off and not letting me follow ericka,negative
91c3b35d2b, Thanks and Cheers back at you.,Thanks,positive
61813349f7,ofcourse they wait until the last minute to run an experiment at work...that I have to supervise. aka i dont get to leave work on time.,ofcourse they wait until the last minute to run an experiment at work...that I have to supervise. aka i dont get to leave work on time.,neutral
5c916f3364,I can`t help it if I`m a GRAMMAR NAZI!,I can`t help it if I`m a GRAMMAR NAZI!,neutral
0bb896a8fe,Recording new songs,Recording new songs,neutral
65a56799b9, lol y??? .. trashed the kitchen ?,trashed,negative
3a5d56bece,Oh thank god!  so sad that I`m this happy.,Oh thank god!  so sad that I`m this happy.,neutral
f3ee466f12, Kudos! love some homemade french toast!,love,positive
77b1f297a3,"  thx, I was aware,  2 day festival -multi bands - but GA I can`t do any more.  Must wait for a sit down concert",I can`t do any mor,negative
80c4f99a8b,alot of new pictures tweets  ; some really old some new. check out the new ones if you wish . Tweeeet. http://twitpic.com/4wtyj,alot of new pictures tweets  ; some really old some new. check out the new ones if you wish . Tweeeet. http://twitpic.com/4wtyj,neutral
5f5d91eabc,"Shhhweeeet-jay-z, bros back from from prom","Shhhweeeet-jay-z, bros back from from prom",neutral
30c38fa0da, sweet .. Englands becoming lamer and lamer since you guys left,sweet .. Englands becoming lamer and lamer since you guys left,neutral
2a13c263b4,  Happy Mothers day!! ****,Happy,positive
7f1d2525ba," Should work fine, as far as I know. *shrug*   Maybe send a tweet to ?","Should work fine, as far as I know. *shrug*   Maybe send a tweet to",neutral
9ab90ac450,"o/*\o (high five) to all of our fans! It`s finally here! I`ll write up a fancy news post shortly, wanted to get the mod itself out ASAP",(high five) to all of our fans!,positive
46ca732ac4,Hmm..You can`t judge a book by looking at its cover,Hmm..You can`t judge a book by looking at its cover,neutral
42c51af9ad,yummy chocolate cake..wish even i got one for my b`day!!   anybody listening???,yummy chocolate cake..wish even i got one for my b`day!!,positive
be89d69b8f,hubby is snoring!  but I still love him,hubby is snoring!  but I still love him,neutral
6d2cc126e0," great interview, your videos are my favorite on youtube",great,positive
0532fd94e7,Just found out I have to leave my lovely flat!! And been waiting 2.5 hours for a plumber. Still no job news.  Not a good day,Just found out I have to leave my lovely flat!! And been waiting 2.5 hours for a plumber. Still no job news.  Not a good day,neutral
5f2c569776,Mikey I`m bored,bored,negative
fe31e2ee51,ya could hit me up on aim or here cause i am mad bored nuttin 2 do,i am mad bored,negative
c64dec7448,#quitsmokingdiary  5 Weeks tomorrow since giving up YAAAAAAYY!!!!               - I dont want to talk about it,YAAAAAAYY!,positive
d0db23ab78,Its already been a crazy morning and its ONLY 1030,Its already been a crazy morning and its ONLY 1030,neutral
a5e5a0a304,Sephora is having a 75% off sale. And I`m so broke  Life isn`t fair.,I`m so broke  Life isn`t fair.,negative
0e8673a9ac,. ... and now I wish I hadn`t,now I wish I hadn`t,negative
8dfe171cfe,Finally made it to JP Licks in Coolidge Corner for some Oreo soft serve   http://twitpic.com/4w9pe,Finally made it to,positive
c46ff87273," why, hello there  How`s life on the other side of the screen?","why, hello there  How`s life on the other side of the screen?",neutral
32b4a2e2ae,"going crazy, the pain is unbearable..& i gotta wait till thursday!?","going crazy, the pain is unbearable..& i gotta wait till thursday!?",negative
1e8fe80d40, I made my parents add u guys on the family myspace...they were impressed by the song.,impressed,positive
90e05e4626,I received some excellent birthday presents!  Party was the usual success.,excellent,positive
4044f7e33d,"Nothin better then ridin in a car with your sister while blasting TH, CB and Lady Gaga so loud you cant hear yourself screamin the lyrics","Nothin better then ridin in a car with your sister while blasting TH, CB and Lady Gaga so loud you cant hear yourself screamin the lyrics",positive
16e4be5a1e,its too early to be up! wishes i could sleep in today,wishes,positive
c191ad4ddd,Just took my IC photo!looks good  - http://tweet.sg,good,positive
90e83b1142," i would, but i don`t know how to do it from the phone...","i would, but i don`t know how to do it from the phone...",neutral
c1ca9236b0,Aww man.  arrived. How-To Guide-less,Aww man.  arrived. How-To Guide-less,neutral
02cfbffb94, i will,i will,neutral
b87171a4f1,tweep tweep haha,tweep tweep haha,neutral
6df42eca8b,  Does anyone update the photowalkingutah google calendar with photowalks?  Looks like I`ve missed a few,Does anyone update the photowalkingutah google calendar with photowalks?  Looks like I`ve missed a few,neutral
8c044b57aa, Ahh thats where i go the 6 year old fact. good old radio one!  what exams do you have tomorrow?,good,positive
93d46ca978, when you haven`t had one in over a week! that was a really mean joke he just played on me!,mean,negative
038dc1dce1, I hear you sister!!    Same here.,I hear you sister!!    Same her,neutral
66f49ba7d6, Soooooooooo win the PowerBall jackpot then impose your formidable will upon the weather,impose your formidable will,positive
20486c94d2,   why!!!! u have to bring it to you 24/7 like the _team,why!!!! u have to bring it to you 24/7 like the _team,neutral
09d13c20bf, it can only get better.,it can only get better.,positive
6705942f3d, why do you hate me!?,why do you hate me!?,negative
2ef8eee713," I love my mom, she`s the best mom on the planet","I love my mom, she`s the best mom on the planet",positive
ba6f4944cd,@ inthebattle its really cute. One of my favorites.,cute.,positive
6187121db2," no, def rubbish tonight",rubbish,negative
a190e27094,Expected a Silverlight content on M$ Vine site http://www.vine.net/default.aspx ... they realized the reach of Flash LOL,Expected a Silverlight content on M$ Vine site http://www.vine.net/default.aspx ... they realized the reach of Flash LOL,neutral
c4237b9f01,o ok..im jealous..i wish I was in bed,o ok..im jealous..i wish I was in bed,neutral
bbd9008d6d, in bucher`s class?! i cried too!,i cried too!,negative
196a880f90,  im going to my inlaws tonight.  hopefully my new niece will be there!  who needs kids when my inlaws have them all for me!,.  hopefull,positive
f23981aaba,"I`m struggling today...Nola woke up at 3:30, so I`m running on no sleep.",struggling,negative
49fdfc3d3b, /agrees,/agrees,neutral
da3ec8cf49,loves my new twitter background...my two heros...wichita and kraussey!  haha,loves,positive
a8227753df,ahh yes the obligations of a vampire kept me away from twitter.but now i`m back & will try 2 update as much as possible.i lost a donor,lost,negative
d614edff9e, I would but I`m afraid I got two left feet,I`m afraid,negative
acdf2a77d4,heyyy where`d my tweet go?  *shouts to  bc her lists are always amazing!,e always amazing,positive
bdef20bbcd,Open office 'writer' is weird. I need Word to open word documents correctly,Open office 'writer' is weird.,negative
85453272a9," I recommended .net, I guess since they bought something from you they featured you. Hopefully it brings in more business",Hopefully,positive
42bcc63043,"Going to bed, busy day tomorrow...Happy Mother`s Day Madre! Te Amo!",Happy Mother`s Day,positive
a1975f51a0, Haha!  I`m convinced you`d be great at it.,e great at it,positive
bc441d9460,My lesson is finally done for tomorrow morning. I am looking forward to speaking to the high schoolers on dating.,looking forward,positive
653cf8e5a6,just got home from a partyyyy. had a good time. can`t wait for my birthday in 7 days!,had a good time.,positive
2de1730b7a,Just ate at chipolte... Ate more than i usually do... Now i`m ew full... Not content full but ew full...,Just ate at chipolte... Ate more than i usually do... Now i`m ew full... Not content full but ew full..,neutral
0f8195c613,"But now talking about today, Oh my GODNESS! Problems, problems, problems. about love, money, math, parents.....that`s enough, isn`****?","problems,",negative
e0ab38d130,almost done with my first day at the spa...I missed this place! Then headed to Fort Collins to close down casa de kent,almost done with my first day at the spa...I missed this place! Then headed to Fort Collins to close down casa de kent,neutral
419017abe3,the low point: a poor pigeon outside my building isn`t capable of flying. It`s just wandering up and down the sidewalk. so sad,a poor pigeon,negative
d86c27f2c4," yeah, it`s tragic  i need a haircut",it`s tragic,negative
7ca6bfaf9b,"Wishing laying on my side wasn`t the only comfortable position, I am tired of laying",tired,negative
2553d377c0,I hate PC,I hate PC,negative
c6e33aba8f, http://twitpic.com/4jbba - ohhh someone likes to play with their food.... heehee,likes,positive
cf68fcbbce, very cool,very cool,neutral
9dd2edd0fd,"i`m actually starting to quite like lily allen and her music, to be honest.","o quite like lily allen and her music, to be honest.",positive
6d3447041e, That`s great! I will have to do the same as I was forced to miss it. I had to leave for work.,That`s great! I will have to do the same as I was forced to miss it. I had to leave for work.,neutral
a60a993e5d,  I like it!,I like,positive
07c231cf30,Refusing to accept that the US holiday is over. Heading to Woodies Longboard  Diner in um ... Hove...,Refusing,negative
411eb100ac,"success! after much grumbling abt how we always waste money on useless gifts, mum sees the ipod nano and loves it","success! after much grumbling abt how we always waste money on useless gifts, mum sees the ipod nano and loves it",neutral
7b1ecda317, Adam Samberg + new moon trailor = good evening. Too bad my cable is off as of friday,Too bad my cable is off as of friday,negative
ab56a23211,Woke up early!! Dang man I know i`m not going back to sleep,Woke up early!! Dang man I know i`m not going back to sleep,neutral
856f20c8f2,After hearing susan boyle sing she came off as the most beautiful person i`d ever seen. i feel bad for my first impression though,After hearing susan boyle sing she came off as the most beautiful person i`d ever seen. i feel bad for my first impression though,neutral
5ff21f0b2a,Just watched Star Trek. A+! That was so well done. I think I`m down to see it again. Who wants to join me?,well done.,positive
e9ad937f82,_McFly LOL nah ! of course you`ll get the DVD first since you`ve already ordered it. i`ll sign up to Bebo on Tuesday then! lol  ****,_McFly LOL nah ! of course you`ll get the DVD first since you`ve already ordered it. i`ll sign up to Bebo on Tuesday then! lol  ****,neutral
d60b07133a, if u watch the hills in london u will realise what tourture it is because were weeks and weeks late  i just watch itonlinelol,realise what tourture,negative
59c0bf2096,Two more loads and the moving crew`s done! Started at 7am and i`m done for the day! Too bad the ac doesn`t work in my new place  oh life!,bad,negative
983fd7ffdc,Yeah. It`s sad.,It`s sad.,negative
7002f9a75a, diego? i know lo ame a jack,diego? i know lo ame a jack,neutral
